"Name","Bank","Term","NoEmp","NewExist","LowDoc","DisbursementGross","MIS_Status","GrAppv","SBA_Appv","Status","pHat","yHat","Accuracy","TP","TN","FP","FN"
"STICK EM-UP, INC.","BAY AREA EMPLOYMENT DEVEL CO",240,8,"1","N",159000,"P I F",159000,159000,"1",0.995794696541895,1,1,1,0,0,0
"THE ELEGANT BRIDE","FIRST BANK OF GEORGIA",120,5,"2","Y",150000,"P I F",150000,127500,"1",0.964735791162407,1,1,1,0,0,0
"YELLOW ROSE DISTRIBUTORS, INC.","GREATER E. TEXAS CERT. DEVEL C",240,9,"1","N",214000,"P I F",214000,214000,"1",0.995773845594208,1,1,1,0,0,0
"Rajul Corporation","SANTANDER BANK NATL ASSOC",36,4,"1","N",50000,"P I F",50000,25000,"1",0.598549243296475,1,1,1,0,0,0
"BOWLERS WORLD","BANK OF SPRINGFIELD",60,3,"1","Y",50000,"P I F",50000,40000,"1",0.884830770113147,1,1,1,0,0,0
"EXCEL FIRE EQUIPMENT & REPAIR","FIRST BANK & TRUST, N.A.",120,4,"2","Y",70000,"P I F",70000,56000,"1",0.96557129634541,1,1,1,0,0,0
"ELE INTERNATIONAL INC","CITIBANK, N.A.",84,1,"1","N",106040,"P I F",46000,23000,"1",0.831311985368616,1,1,1,0,0,0
"CERTIFIED PUBLIC ACCOUNTANTS","BANK OF AMERICA NATL ASSOC",72,3,"2","N",30000,"P I F",30000,15000,"1",0.752427832208005,1,1,1,0,0,0
"MANIAC MOTORSPORTS","U.S. BANK NATIONAL ASSOCIATION",84,1,"1","N",47479,"P I F",20000,10000,"1",0.831382942596506,1,1,1,0,0,0
"*EDITH SALINAS, DDS & ALFRED S","COMERICA BANK",60,1,"2","Y",95000,"P I F",95000,85500,"1",0.86050424718686,1,1,1,0,0,0
"LOTTERS CAR CARE CENTER LLC","WELLS FARGO BANK NATL ASSOC",242,15,"1","N",399000,"P I F",399000,299250,"1",0.995443187965609,1,1,1,0,0,0
"G EDWARD GIBBS & ASSOCIATES LL","JPMORGAN CHASE BANK NATL ASSOC",266,8,"1","N",800000,"CHGOFF",800000,600000,"0",0.996396867492161,1,0,0,0,1,0
"PAYSON ELECTRIC & SUPPLY INC.","JPMORGAN CHASE BANK NATL ASSOC",60,2,"1","N",48500,"P I F",35000,17500,"1",0.729298081157666,1,1,1,0,0,0
"THE FREEWHEELER BICYCLE SHOP","FIRST NATIONAL BANK OF OMAHA",24,4,"1","Y",65000,"P I F",65000,52000,"1",0.760784751854303,1,1,1,0,0,0
"EXPORT CENTER CORPORATION","BANK OF AMERICA NATL ASSOC",36,3,"1","N",40000,"CHGOFF",40000,20000,"0",0.598029110360133,1,0,0,0,1,0
"Marden Management Inc","U.S. BANK NATIONAL ASSOCIATION",84,22,"1","N",62422,"P I F",30000,15000,"1",0.864013282577737,1,1,1,0,0,0
"SPORTS AND IMPORTS LTD","WELLS FARGO BANK NATL ASSOC",36,4,"1","N",83914,"P I F",25000,12500,"1",0.615869680949677,1,1,1,0,0,0
"Acucenter Of La","BBCN BANK",84,1,"1","N",25000,"P I F",25000,21250,"1",0.829308065511114,1,1,1,0,0,0
"ROWENA WATSON/HEAVENLY JUICES","READYCAP LENDING, LLC",301,1,"2","N",176000,"P I F",190000,142500,"1",0.99865711995643,1,1,1,0,0,0
"VAN NESS ALLAN L., ET AL","EVERGREEN BUSINESS CAPITAL",300,22,"1","N",270000,"P I F",270000,270000,"1",0.99915986994103,1,1,1,0,0,0
"HFIELD TECHNOLOGIES INC","SUPERIOR FINANCIAL GROUP, LLC",120,5,"1","N",25000,"P I F",25000,22500,"1",0.925352890157804,1,1,1,0,0,0
"DUGOUT, INC., THE","1ST SOURCE BANK",120,9,"1","N",175000,"P I F",175000,143500,"1",0.922633638786394,1,1,1,0,0,0
"SETTLERS INN","EVERGREEN BUSINESS CAPITAL",240,30,"1","N",256000,"P I F",256000,256000,"1",0.996694357247483,1,1,1,0,0,0
"WALTZ & SONS, INC.","NORWAY SAVINGS BANK",60,7,"1","N",314000,"P I F",314000,235500,"1",0.704348541520346,1,1,1,0,0,0
"VALLEY MOBILE HOMES","WELLS FARGO BANK NATL ASSOC",10,1,"1","N",23555,"CHGOFF",20000,10000,"0",0.439376229174895,0,1,0,1,0,0
"BRUCE'S POULTRY FARM","SOUTH STATE BANK",180,2,"1","N",210000,"P I F",210000,157500,"1",0.978691235121504,1,1,1,0,0,0
"Evertruck, Inc.","JPMORGAN CHASE BANK NATL ASSOC",84,13,"2","N",85000,"P I F",75000,37500,"1",0.816457218592996,1,1,1,0,0,0
"DECORAH CHIROPRACTIC CENTER","C US BANK",84,4,"2","Y",48725,"P I F",85000,76500,"1",0.918522436657945,1,1,1,0,0,0
"ALLBLACKBELT.COM, INC.","PREMIER BANK, INC.",120,4,"1","N",54000,"P I F",54000,45900,"1",0.923295245266742,1,1,1,0,0,0
"CLIFFSIDE FLORIST","FIFTH THIRD BANK",84,1,"1","Y",36000,"P I F",36000,32400,"1",0.932009297809223,1,1,1,0,0,0
"Gold Star Tile and Grout Resto","FIFTH THIRD BANK",84,1,"2","N",73700,"P I F",73700,36850,"1",0.792059633319021,1,1,1,0,0,0
"IPLACEM INC","CAPITAL ONE NATL ASSOC",48,3,"1","N",10000,"CHGOFF",10000,5000,"0",0.673272676922323,1,0,0,0,1,0
"GREAT EARTH VITAMINS","READYCAP LENDING, LLC",28,3,"2","N",100000,"P I F",100000,80000,"1",0.500075446478578,1,1,1,0,0,0
"IMAGING EXPERTS OF FLORIDA","C1 BANK",84,3,"1","N",200000,"P I F",200000,150000,"1",0.815332378223845,1,1,1,0,0,0
"DARLING CHIROPRACTIC HEALTHCAR","WACHOVIA SBA LENDING, INC.",300,3,"1","N",275000,"P I F",275000,206250,"1",0.998827492468533,1,1,1,0,0,0
"BROOKFIELD MACHINE INC","FLAGSHIP BANK, A DIVISION OF",84,66,"1","N",685000,"P I F",685000,479500,"1",0.869003497608604,1,1,1,0,0,0
"MR. ED'S SANDWICH SHOP","CENTRAL BANK",84,2,"2","Y",55000,"P I F",55000,46750,"1",0.919569331784591,1,1,1,0,0,0
"QUALITY AFFORDABLE PAINTING","U.S. BANK NATIONAL ASSOCIATION",84,4,"1","N",10000,"P I F",10000,5000,"1",0.834907420387122,1,1,1,0,0,0
"VILLA MEDITERRANEA, INC.","PNC BANK, NATIONAL ASSOCIATION",240,12,"1","N",477000,"P I F",477000,357750,"1",0.99477024914048,1,1,1,0,0,0
"ADVANPRO LLC","BANK OF AMERICA NATL ASSOC",84,4,"1","N",10000,"P I F",10000,5000,"1",0.834907420387122,1,1,1,0,0,0
"RAY'S TOWING SERVICE, INC.","WASHINGTON TR CO OF WESTERLY",120,4,"1","Y",150000,"P I F",150000,127500,"1",0.970052247358084,1,1,1,0,0,0
"LANCE AUTO WASH","WELLS FARGO BANK NATL ASSOC",120,6,"2","N",225000,"P I F",225000,191250,"1",0.903901005404464,1,1,1,0,0,0
"GREEN POINT NURSERIES, INC.","BANK OF HAWAII",108,28,"1","N",950000,"P I F",950000,490200,"1",0.827767173995817,1,1,1,0,0,0
"CHEZ GERI'S BOUTIQUE","BBCN BANK",84,2,"2","N",10000,"P I F",10000,8500,"1",0.8052953865461,1,1,1,0,0,0
"SOLID TOPS, LLC","PNC BANK, NATIONAL ASSOCIATION",77,12,"1","N",1320000,"CHGOFF",1320000,990000,"0",0.662845568807352,1,0,0,0,1,0
"MLP Financial Services LLC","JPMORGAN CHASE BANK NATL ASSOC",84,4,"2","N",54000,"P I F",25000,12500,"1",0.809599159673078,1,1,1,0,0,0
"MED PLUS","COAST NATIONAL BANK",120,13,"1","N",200000,"P I F",200000,150000,"1",0.923732987993799,1,1,1,0,0,0
"Johnny's Shrimp Boat, Inc.","FIRST BANK",234,6,"1","N",900000,"CHGOFF",900000,675000,"0",0.991369227732541,1,0,0,0,1,0
"SKELLEY'S GARAGE","MANUFACTURERS & TRADERS TR CO",300,3,"2","N",148500,"P I F",148500,133650,"1",0.998748422724785,1,1,1,0,0,0
"JACK'S FAMILY RESTAURANT","FIRST-CITIZENS BK & TR CO",120,25,"1","N",347700,"P I F",347700,260775,"1",0.927168211779842,1,1,1,0,0,0
"HOPPER'S BREWERY LLC","SYNOVUS BANK",110,50,"1","N",1250000,"CHGOFF",1250000,937500,"0",0.881275043206119,1,0,0,0,1,0
"HORTICULTURAL CONSULTANTS INTE","SUPERIOR FINANCIAL GROUP, LLC",120,1,"1","N",15000,"P I F",15000,13500,"1",0.922189646985371,1,1,1,0,0,0
"ASE, INC. DBA OLSEN CATERING","LOANS FROM OLD CLOSED LENDERS",84,17,"1","N",140000,"P I F",140000,105000,"1",0.845317762895713,1,1,1,0,0,0
"WESTEX DOCUMENT INC","PROSPERITY BANK",84,8,"1","Y",74000,"P I F",74000,62900,"1",0.93595711953989,1,1,1,0,0,0
"BDL Consulting, LLC.","BANK OF AMERICA NATL ASSOC",43,2,"2","N",18959,"CHGOFF",10000,5000,"0",0.601940771015251,1,0,0,0,1,0
"STATE VENETIAN BLIND","CITIZENS BANK NATL ASSOC",63,1,"1","N",39608,"CHGOFF",35000,17500,"0",0.739884088384157,1,0,0,0,1,0
"LYO TECH INC","JPMORGAN CHASE BANK NATL ASSOC",84,7,"1","N",92132,"P I F",90000,45000,"1",0.82891668728833,1,1,1,0,0,0
"OUTLET GALLERY, INC.","BANCORPSOUTH BANK",201,8,"1","N",150000,"P I F",150000,135000,"1",0.988900156567852,1,1,1,0,0,0
"AQUA SAFAIRS","COMERICA BANK",300,10,"1","N",510000,"P I F",510000,382500,"1",0.998742099148294,1,1,1,0,0,0
"313 ASSOCIATES, INC.","CAPITAL ONE NATL ASSOC",84,15,"1","N",103671,"P I F",35000,17500,"1",0.856473395516063,1,1,1,0,0,0
"LILLIAN'S FASHIONS & BRIDAL","MOUNTAINONE BANK",84,6,"1","N",100000,"P I F",100000,50000,"1",0.825445034871208,1,1,1,0,0,0
"Mike Nation","U.S. BANK NATIONAL ASSOCIATION",67,2,"2","N",16146,"CHGOFF",10000,5000,"0",0.731370511258068,1,0,0,0,1,0
"JIVASOFT CORPORATION","CAPITAL ONE NATL ASSOC",90,3,"1","N",35000,"P I F",35000,17500,"1",0.849475078412533,1,1,1,0,0,0
"SCRAPBOOK GENERATION","PEOPLES BANK OF THE OZARKS",120,4,"2","Y",70000,"P I F",70000,59500,"1",0.965735112084441,1,1,1,0,0,0
"Northeast Energy Solutions, LL","LIBERTY BANK",12,1,"2","N",525000,"P I F",350000,175000,"1",0.359950435090666,0,0,0,0,0,1
"THIEN D. NGUYEN","GULF COAST BK & TR CO",120,5,"1","N",150000,"P I F",150000,135000,"1",0.921315430963283,1,1,1,0,0,0
"CHIROPRACTIC HEALTH CENTER","SUNTRUST BANK",60,3,"2","N",40000,"P I F",40000,36000,"1",0.696108357710741,1,1,1,0,0,0
"LEBARONS PRIMITIVE INDIAN ARTI","FIRST SAVINGS BANK",12,1,"1","N",44477,"P I F",25000,12500,"1",0.453416240884612,0,0,0,0,0,1
"Tul Publishing LLC","MONONA STATE BANK",36,1,"2","N",20000,"P I F",20000,10000,"1",0.552715569216663,1,1,1,0,0,0
"FISCELLA PLUMBING AND HEATING","JPMORGAN CHASE BANK NATL ASSOC",60,3,"1","N",38000,"P I F",38000,19000,"1",0.729004887557436,1,1,1,0,0,0
"SUPER SUBBY'S","JPMORGAN CHASE BANK NATL ASSOC",66,8,"1","Y",84000,"P I F",84000,42000,"1",0.89957851707533,1,1,1,0,0,0
"24 CARROT CORRAL, INC.","CAPITAL MATRIX, INC.",120,100,"1","N",222000,"P I F",222000,222000,"1",0.974275000213426,1,1,1,0,0,0
"BENSON SERVICES INC","DANVERSBANK",300,13,"1","N",271000,"P I F",271000,216800,"1",0.998986121792817,1,1,1,0,0,0
"BIG O TIRE STORE #100","GREATER SACRAMENTO CERT. DEVEL",240,45,"1","N",475000,"P I F",475000,475000,"1",0.997056947082845,1,1,1,0,0,0
"BUSH'S CHICKEN","FIRST STATE BANK CENTRAL TEXAS",87,1,"2","N",123000,"P I F",123000,104550,"1",0.805588046068583,1,1,1,0,0,0
"G & G EXCAVATING","U.S. BANK NATIONAL ASSOCIATION",60,1,"2","N",18000,"P I F",18000,9000,"1",0.690822787257307,1,1,1,0,0,0
"MOLD MASTERS TOOL & DESIGN,INC","CITIZENS BANK NATL ASSOC",120,18,"1","N",400000,"P I F",400000,326640,"1",0.921291676735853,1,1,1,0,0,0
"A-1 PLUMBING AND DRAIN SERVICE","AMERICAN BANK & TRUST",180,2,"2","N",87200,"P I F",87200,74120,"1",0.976800649840658,1,1,1,0,0,0
"Caliber Components, LLC","BANK OF AMERICA NATL ASSOC",84,6,"1","N",50000,"P I F",50000,25000,"1",0.832677829265745,1,1,1,0,0,0
"MEKONG FRESH MEATS INC","BMO HARRIS BK NATL ASSOC",180,12,"1","N",407346,"P I F",412000,309000,"1",0.978377374526821,1,1,1,0,0,0
"TANGENT MIND LLC","REGIONS BANK",84,1,"2","N",73041,"P I F",40000,20000,"1",0.801899378387486,1,1,1,0,0,0
"LA POLLO'S AUTO PARTS","MERRILL LYNCH BANK USA",113,8,"1","N",400000,"P I F",400000,300000,"1",0.893456338250858,1,1,1,0,0,0
"ARMSTRONG ENTERPRISES, INC.","SOUTHERN DEVELOPMENT COUNCIL",240,10,"2","N",366000,"P I F",366000,366000,"1",0.994755918797,1,1,1,0,0,0
"KAWASAKI OF CORPUS CHRISTI","AMER BANK NATL ASSOC",180,8,"1","N",378000,"P I F",378000,321300,"1",0.979008901544501,1,1,1,0,0,0
"YE CHON RESTAURANT, INC.","MANUFACTURERS & TRADERS TR CO",90,20,"1","Y",150000,"P I F",150000,127500,"1",0.949693791692425,1,1,1,0,0,0
"FIVE STAR ENTERPRISES INC","BANK OF AMERICA NATL ASSOC",48,18,"1","N",50000,"CHGOFF",50000,25000,"0",0.704283720577864,1,0,0,0,1,0
"COO-COO'S NEST RESTAURANT","GRANITE ST. ECONOMIC DEVEL COR",240,8,"2","N",88000,"P I F",88000,88000,"1",0.995074030044225,1,1,1,0,0,0
"SAVORY SOLUTIONS CATERING LLC","VALLEY NATIONAL BANK",60,2,"1","N",52000,"CHGOFF",52000,26000,"0",0.723705056620556,1,0,0,0,1,0
"Affordable Doors, Ltd.","THE HUNTINGTON NATIONAL BANK",84,8,"1","N",118039,"P I F",75000,37500,"1",0.837312227751263,1,1,1,0,0,0
"Airport PikPak","TRUSTMARK NATIONAL BANK",182,2,"2","N",125100,"P I F",125100,106335,"1",0.977453636051868,1,1,1,0,0,0
"SOCCER CITY","LOANS FROM OLD CLOSED LENDERS",306,5,"1","N",638700,"P I F",638700,479025,"1",0.998741755788545,1,1,1,0,0,0
"ON THE SPOT","LIBERTY BANK",84,1,"2","N",33000,"P I F",33000,28050,"1",0.801426374435552,1,1,1,0,0,0
"LEODORO INC","JPMORGAN CHASE BANK NATL ASSOC",60,12,"1","N",250000,"P I F",250000,125000,"1",0.707756540654625,1,1,1,0,0,0
"QUALITY WELDING & FABRICATION,","TRUSTMARK NATIONAL BANK",6,12,"1","N",143300,"P I F",149300,74650,"1",0.414447229256809,0,0,0,0,0,1
"TIER 3 AND BEYOND, LLC","ZIONS FIRST NATIONAL BANK",38,1,"1","N",37431,"CHGOFF",20000,10000,"0",0.612078916062407,1,0,0,0,1,0
"KELLY KAR WASH","LOANS FROM OLD CLOSED LENDERS",264,1,"1","N",350000,"P I F",350000,297500,"1",0.997089632779721,1,1,1,0,0,0
"CADDTECH PRODUCTIVITY, INC.","JPMORGAN CHASE BANK NATL ASSOC",12,35,"1","N",100000,"P I F",100000,85000,"1",0.547617223164747,1,1,1,0,0,0
"SERVICE MASTER TRI COUNTY","READYCAP LENDING, LLC",211,42,"1","N",910900,"CHGOFF",910900,683175,"0",0.990206602062018,1,0,0,0,1,0
"BROAD STREET PUB & RESTAURANT","COMMERCE BANK, A DIVISION OF",240,4,"2","N",175000,"P I F",175000,131250,"1",0.994345528231729,1,1,1,0,0,0
"JEFFREY MANSON BUILDERS","CITIZENS BANK NATL ASSOC",84,1,"1","N",33154,"P I F",10000,5000,"1",0.832327109284144,1,1,1,0,0,0
"SHIG WAK RESORT","MINNESOTA BUS. FINAN CORP",240,3,"1","N",155000,"P I F",155000,155000,"1",0.995533137804395,1,1,1,0,0,0
"PAYNE'S TRAILER SALES & SERVIC","CITIZENS & NORTHERN BANK",126,4,"2","Y",60000,"P I F",60000,51000,"1",0.970448028811839,1,1,1,0,0,0
"Herbert Trucking","STATE BANK OF SOUTHERN UTAH",60,1,"1","N",35000,"P I F",35000,17500,"1",0.724700089616607,1,1,1,0,0,0
"P & R COMPANY INC","BANK OF AMERICA NATL ASSOC",84,4,"1","N",36800,"P I F",36800,18400,"1",0.831101720641513,1,1,1,0,0,0
"HOWARD FRENCH CLEANERS","BNB HANA BANK NATL ASSOC",84,2,"1","N",35000,"P I F",35000,28000,"1",0.829962996544527,1,1,1,0,0,0
"D. J. MCHUGHES","BAYCOAST BANK",84,9,"2","Y",75000,"P I F",75000,60000,"1",0.924651161617371,1,1,1,0,0,0
"VISIMATION INC","WELLS FARGO BANK NATL ASSOC",120,6,"1","N",350000,"P I F",350000,262500,"1",0.909485143515189,1,1,1,0,0,0
"GLOBAL CHIROPRACTIC","READYCAP LENDING, LLC",96,2,"1","N",191000,"P I F",191000,143250,"1",0.8549317373307,1,1,1,0,0,0
"WOODLAND ZOO AND MORE, INC.","PNC BANK, NATIONAL ASSOCIATION",240,8,"1","N",300000,"P I F",300000,225000,"1",0.995116044822382,1,1,1,0,0,0
"CARON BAKER DESIGNS","CITIZENS BANK NATL ASSOC",60,8,"1","N",15000,"P I F",15000,7500,"1",0.745531965820342,1,1,1,0,0,0
"VIENNA INN CORP DBA VIENNA INN","AURORA BANK FSB",120,18,"1","N",186600,"P I F",186600,139950,"1",0.928574658670396,1,1,1,0,0,0
"VALLEY CLEANING SERVICE","WELLS FARGO BANK NATL ASSOC",108,7,"1","N",85000,"P I F",85000,68000,"1",0.900932745984347,1,1,1,0,0,0
"Rossica Management Inc.","FARMERS NATL BK OF CANFIELD",24,4,"1","N",25000,"P I F",25000,12500,"1",0.532406053937534,1,1,1,0,0,0
"TWS CONTRACTING CORPORATION","JPMORGAN CHASE BANK NATL ASSOC",84,2,"1","N",303725,"P I F",50000,25000,"1",0.852973551929854,1,1,1,0,0,0
"KAY'S GIFTS N' MORE","FIRST BANK & TRUST CO.",84,8,"2","Y",49900,"P I F",49900,39920,"1",0.924833816106431,1,1,1,0,0,0
"TENGDA ASIAN BISTRO","WEBSTER BANK NATL ASSOC",89,10,"2","N",685000,"P I F",685000,513750,"1",0.766621233994055,1,1,1,0,0,0
"V & S DELI","WELLS FARGO BANK NATL ASSOC",60,2,"1","Y",30000,"P I F",30000,24000,"1",0.884787690223134,1,1,1,0,0,0
"UNCOMMON GROUNDS","BANK OF AMERICA NATL ASSOC",84,7,"1","N",25000,"P I F",25000,12500,"1",0.837891089639024,1,1,1,0,0,0
"MAIL BOXES, ETC.","COMMERCE BANK",84,3,"2","Y",64280,"P I F",70000,56000,"1",0.919195455272523,1,1,1,0,0,0
"POSTNET (MESA)","MUTUAL OF OMAHA BANK",36,3,"1","N",72000,"CHGOFF",72000,54000,"0",0.596281157248535,1,0,0,0,1,0
"ROBIN'S DEN","SUSQUEHANNA BANK",60,3,"2","N",43000,"P I F",43000,32250,"1",0.693888719808625,1,1,1,0,0,0
"WHITE GLOVE HAND CAR WASH","MUFG UNION BANK NATL ASSOC",120,20,"1","N",387000,"P I F",387000,290250,"1",0.920989235206092,1,1,1,0,0,0
"DIMODA INC","CITIZENS BANK NATL ASSOC",60,4,"1","N",15000,"P I F",15000,7500,"1",0.736029333418914,1,1,1,0,0,0
"GOLDNER WALSH NURSERY, INC.","FIRST PLACE BANK",60,15,"1","N",180000,"P I F",180000,144000,"1",0.744462683219785,1,1,1,0,0,0
"WYOMING OUTDOOR INDUSTRIES","WELLS FARGO BANK NATL ASSOC",84,6,"1","N",70000,"P I F",70000,63000,"1",0.835321490058181,1,1,1,0,0,0
"BUFFALO CRANE COMPANY, INC.","FIVE STAR BANK",48,3,"1","N",6500,"P I F",20000,18000,"1",0.67113226576388,1,1,1,0,0,0
"LINCOLN COURT RESTAURANT","MONTEREY COUNTY BANK",96,7,"2","N",235000,"P I F",235000,176250,"1",0.835484013504597,1,1,1,0,0,0
"PERKINS AND BOTTER POULTRY FAR","BRANCH BK. & TR CO",144,3,"2","N",495000,"P I F",495000,371250,"1",0.929718512984181,1,1,1,0,0,0
"SUBWAY OF GWINNETT, INC","BANK OF AMERICA NATL ASSOC",36,32,"1","N",20000,"P I F",20000,10000,"1",0.684922083778983,1,1,1,0,0,0
"STAN ELECTRICAL COMTRACTORS, I","EASTERN NATIONAL BANK",60,5,"1","Y",60000,"P I F",60000,54000,"1",0.887577448955621,1,1,1,0,0,0
"BWI","BANK OF HAWAII",60,6,"1","Y",150000,"P I F",150000,112500,"1",0.881402393216386,1,1,1,0,0,0
"GM TRADING INC","BANK OF AMERICA NATL ASSOC",63,4,"1","N",50000,"CHGOFF",50000,25000,"0",0.743356328163291,1,0,0,0,1,0
"WARMING GLO CANDLE CO","U.S. BANK NATIONAL ASSOCIATION",35,4,"1","N",25000,"CHGOFF",25000,21250,"0",0.601734662026573,1,0,0,0,1,0
"PRIMROSE SCHOOL OF ROUND ROCK","COMERICA BANK",300,1,"2","N",1445000,"P I F",1445000,749998,"1",0.994977521959739,1,1,1,0,0,0
"KIMKRIS TRUCKING CO., INC.","FIRST BANK",300,6,"1","N",247000,"P I F",247500,185625,"1",0.998890269103195,1,1,1,0,0,0
"THE OMO GROUP, INC.","WELLS FARGO BANK NATL ASSOC",12,74,"1","N",691000,"P I F",691000,518250,"1",0.565778519895257,1,1,1,0,0,0
"RILEY'S CART LAND OF LAKELAND","WACHOVIA SBA LENDING, INC.",120,10,"1","N",580000,"P I F",580000,435000,"1",0.900536653989315,1,1,1,0,0,0
"TWAIN ENTERPRISES INC","PNC BANK, NATIONAL ASSOCIATION",84,2,"1","N",25000,"P I F",25000,12500,"1",0.829311592473787,1,1,1,0,0,0
"MR NETT WEB SERVICES","MUFG UNION BANK NATL ASSOC",36,1,"1","N",10000,"P I F",10000,5000,"1",0.599441838378083,1,1,1,0,0,0
"SHARP, SI OLIVER","AREAWIDE DEVEL CORP",240,7,"1","N",247000,"P I F",247000,247000,"1",0.995623319932768,1,1,1,0,0,0
"WEST TEXAS LEE CO., INC.","VISTA BANK",4,15,"1","N",13871,"P I F",13871,10403,"1",0.447756804313494,0,0,0,0,0,1
"QM LANGUAGE & EDUCATIONAL SERV","BANK OF AMERICA NATL ASSOC",84,4,"1","N",89000,"P I F",89000,71200,"1",0.828899153517258,1,1,1,0,0,0
"GIBSON COMPANIES, INC.","REGIONS BANK",84,2,"2","N",40000,"P I F",40000,36000,"1",0.803251186804727,1,1,1,0,0,0
"ARROW MOTOR & PUMP, INC.","BANK OF AMERICA NATL ASSOC",84,16,"1","N",250000,"P I F",250000,125000,"1",0.821168150962248,1,1,1,0,0,0
"Kishmish, Inc.","MANUFACTURERS & TRADERS TR CO",84,10,"1","N",81617,"P I F",50000,25000,"1",0.842838016109357,1,1,1,0,0,0
"BROADWAY-CITRUS PARTNERS, A GN","U.S. BANK NATIONAL ASSOCIATION",180,3,"1","N",114000,"P I F",114000,85500,"1",0.980229662315262,1,1,1,0,0,0
"WILDERNESS SPORTS","BANK OF AMERICA NATL ASSOC",60,6,"1","N",25000,"P I F",25000,20000,"1",0.740881011643575,1,1,1,0,0,0
"KELLY'S LIMOUSINE SERVICE","U.S. BANK NATIONAL ASSOCIATION",300,25,"1","N",765000,"P I F",765000,573750,"1",0.998761094713675,1,1,1,0,0,0
"HANGER 14","PIONEER BANK",33,5,"2","N",30000,"CHGOFF",30000,27000,"0",0.548368374144853,1,0,0,0,1,0
"GOGO","SYNOVUS BANK",60,1,"1","N",75000,"P I F",75000,67500,"1",0.724999474306679,1,1,1,0,0,0
"DANDI INCORPORATED","BANK OF AMERICA NATL ASSOC",180,7,"1","N",70500,"P I F",70500,56400,"1",0.981785054764977,1,1,1,0,0,0
"Just Relax 'n Stitch, LLC","WELLS FARGO BANK NATL ASSOC",120,2,"2","N",68000,"P I F",68000,61200,"1",0.907154685001568,1,1,1,0,0,0
"BECKLEYS CLEANERS","WEBSTER BANK NATL ASSOC",60,2,"1","N",60000,"P I F",60000,30000,"1",0.722069069729484,1,1,1,0,0,0
"DJT Enterprises, LLC.","BANK OF AMERICA NATL ASSOC",50,3,"1","N",78478,"CHGOFF",35000,17500,"0",0.685994354401845,1,0,0,0,1,0
"FRATELLI'S ITALIAN RESTAURANT","TD BANK, NATIONAL ASSOCIATION",228,2,"2","N",113000,"P I F",150000,132300,"1",0.9923457516783,1,1,1,0,0,0
"A & B CERAMICS INC","CITIZENS BANK NATL ASSOC",84,3,"1","N",86325,"P I F",30000,15000,"1",0.836588769307456,1,1,1,0,0,0
"Wasatch Cable & Design, LLC","WELLS FARGO BANK NATL ASSOC",36,5,"1","N",250000,"P I F",250000,125000,"1",0.551720799139934,1,1,1,0,0,0
"VA TONI'S CREATIONS","TD BANK, NATIONAL ASSOCIATION",10,1,"2","N",25000,"CHGOFF",25000,12500,"0",0.393428449062058,0,1,0,1,0,0
"ALPINE CEDAR PRODUCTS, INC","U.S. BANK NATIONAL ASSOCIATION",107,19,"1","N",202677,"P I F",200000,150000,"1",0.904721699649487,1,1,1,0,0,0
"A & A SERVICE STATION","PEOPLE'S UNITED BANK",60,2,"1","Y",25000,"P I F",25000,20000,"1",0.88509188199096,1,1,1,0,0,0
"DANCE TRAX ENTERTAINMENT INC","U.S. BANK NATIONAL ASSOCIATION",84,10,"1","N",25000,"P I F",25000,12500,"1",0.842869812453871,1,1,1,0,0,0
"Scot & Deb Blouch, Inc.","METRO BANK",36,0,"1","N",122000,"P I F",40000,20000,"1",0.604848724841941,1,1,1,0,0,0
"KAMPA ENTERPRISES LLC AND SWIM","WISCONSIN BUS. DEVEL FINAN COR",240,1,"2","N",280000,"P I F",280000,280000,"1",0.994297636971706,1,1,1,0,0,0
"CONSTRUCTION DEVELOPMENT ASSOC","MANUFACTURERS & TRADERS TR CO",60,4,"1","N",10000,"P I F",10000,5000,"1",0.737019847131046,1,1,1,0,0,0
"MHS & COMPANY INC","BANK OF AMERICA NATL ASSOC",26,3,"1","N",10000,"CHGOFF",10000,5000,"0",0.545358983553312,1,0,0,0,1,0
"LE MONTAGE 2, INC.","WELLS FARGO BANK NATL ASSOC",60,6,"1","N",100000,"P I F",100000,90000,"1",0.734943736119686,1,1,1,0,0,0
"PIZZA TIME","BRANCH BK. & TR CO",176,1,"2","Y",35000,"P I F",35000,31500,"1",0.990985617249425,1,1,1,0,0,0
"KIDDIE ACADEMY INTERNATIONAL","BANK OF AMERICA NATL ASSOC",120,1,"2","Y",84000,"P I F",84000,75600,"1",0.964435673836999,1,1,1,0,0,0
"ACTION EQUIPMENT COMPANY","BANK OF AMERICA NATL ASSOC",180,26,"1","N",40000,"P I F",40000,34000,"1",0.985842574227245,1,1,1,0,0,0
"CENTRAL ENGINEERING COMPANY","INDUSTRIAL & COMM. BK OF CHINA",300,8,"1","N",500000,"P I F",500000,425000,"1",0.998806351351695,1,1,1,0,0,0
"BAGEL BAKERY","MUFG UNION BANK NATL ASSOC",120,80,"1","N",111393,"P I F",300000,225000,"1",0.957120494408775,1,1,1,0,0,0
"CHICHESTER'S VINEVILLE PHARMAC","BRANCH BK. & TR CO",120,70,"1","N",575000,"P I F",575000,431250,"1",0.950211660445586,1,1,1,0,0,0
